Date,Product Name,Category,Units Sold,Price,Discount,Location,Platform
2024-04-08,Green Tea Extract,Fat Burner,504,39.94,0.19,UK,iHerb
2024-04-08,Iron Supplement,Mineral,603,30.17,0.12,Canada,Amazon
2024-04-08,Electrolyte Powder,Hydration,157,47.13,0.13,USA,Walmart
2024-04-15,Whey Protein,Protein,82,52.13,0.15,Canada,Walmart
2024-04-15,Vitamin C,Vitamin,157,47.6,0.09,Canada,iHerb
2024-04-15,Fish Oil,Omega,174,41.91,0.03,USA,Amazon
2024-04-15,Multivitamin,Vitamin,1309,15.78,0.21,UK,Amazon
2024-04-15,Pre-Workout,Performance,334,45.58,0.23,UK,Walmart
2024-04-15,BCAA,Amino Acid,356,47.73,0.17,USA,Walmart
2024-04-15,Creatine,Performance,838,20.94,0.22,UK,Walmart
2024-04-15,Zinc,Mineral,1188,25.76,0.18,USA,iHerb
2024-04-15,Collagen Peptides,Protein,176,44.3,0.15,USA,iHerb
2024-04-15,Magnesium,Mineral,512,24.11,0.13,USA,iHerb
2024-04-15,Ashwagandha,Herbal,474,33.89,0.2,Canada,iHerb
2024-04-15,Melatonin,Sleep Aid,485,28.29,0.03,USA,iHerb
2024-04-15,Biotin,Vitamin,381,33.39,0.05,USA,Walmart
2024-04-15,Green Tea Extract,Fat Burner,1476,25.13,0.24,USA,Walmart
2024-04-15,Iron Supplement,Mineral,117,59.52,0.18,Canada,Amazon
2024-04-15,Electrolyte Powder,Hydration,1087,27.2,0.19,Canada,iHerb
2024-04-22,Whey Protein,Protein,176,36.63,0.06,Canada,Walmart
2024-04-22,Vitamin C,Vitamin,172,58.47,0.23,USA,iHerb
2024-04-22,Fish Oil,Omega,142,54.11,0.17,Canada,Walmart
2024-04-22,Multivitamin,Vitamin,45,57.97,0.04,UK,Amazon
2024-04-22,Pre-Workout,Performance,225,42.99,0.14,UK,Amazon
2024-04-22,BCAA,Amino Acid,1419,26.25,0.23,USA,Amazon
2024-04-22,Creatine,Performance,407,25.73,0.16,Canada,iHerb
2024-04-22,Zinc,Mineral,3742,12.01,0.23,Canada,iHerb
2024-04-22,Collagen Peptides,Protein,126,51.64,0.17,UK,iHerb
2024-04-22,Magnesium,Mineral,751,22.21,0.2,USA,iHerb
2024-04-22,Ashwagandha,Herbal,58,51.52,0.04,USA,iHerb
2024-04-22,Melatonin,Sleep Aid,169,56.78,0.2,UK,Walmart
2024-04-22,Biotin,Vitamin,465,45.49,0.25,USA,iHerb
2024-04-22,Green Tea Extract,Fat Burner,281,45.99,0.14,Canada,Amazon
2024-04-22,Iron Supplement,Mineral,826,21.84,0.08,USA,Amazon
2024-04-22,Electrolyte Powder,Hydration,1823,11.92,0.01,UK,Walmart
2024-04-29,Whey Protein,Protein,197,41.69,0.18,USA,Walmart
2024-04-29,Vitamin C,Vitamin,1051,17.74,0.02,USA,Walmart
2024-04-29,Fish Oil,Omega,192,50.85,0.17,Canada,Walmart
2024-04-29,Multivitamin,Vitamin,871,24.45,0.24,Canada,Amazon
2024-04-29,Pre-Workout,Performance,544,36.0,0.24,UK,iHerb
2024-04-29,BCAA,Amino Acid,1285,26.69,0.21,Canada,Amazon
2024-04-29,Creatine,Performance,31,56.32,0.08,UK,Walmart
2024-04-29,Zinc,Mineral,879,35.22,0.24,Canada,Walmart
2024-04-29,Collagen Peptides,Protein,572,24.7,0.09,Canada,Amazon
2024-04-29,Magnesium,Mineral,584,22.95,0.23,USA,Amazon
2024-04-29,Ashwagandha,Herbal,44,55.65,0.02,USA,iHerb
2024-04-29,Melatonin,Sleep Aid,515,34.64,0.17,USA,iHerb
2024-04-29,Biotin,Vitamin,419,32.76,0.04,USA,Amazon
2024-04-29,Green Tea Extract,Fat Burner,801,31.44,0.19,USA,Amazon
2024-04-29,Iron Supplement,Mineral,1274,19.58,0.14,UK,Walmart
2024-04-29,Electrolyte Powder,Hydration,1741,17.83,0.16,Canada,iHerb
2024-05-06,Whey Protein,Protein,545,19.82,0.08,USA,Walmart
2024-05-06,Vitamin C,Vitamin,89,57.19,0.09,USA,Amazon
2024-05-06,Fish Oil,Omega,192,52.31,0.2,Canada,iHerb
2024-05-06,Multivitamin,Vitamin,111,44.49,0.08,Canada,Walmart
2024-05-06,Pre-Workout,Performance,714,23.43,0.05,Canada,Amazon
2024-05-06,BCAA,Amino Acid,1715,22.07,0.18,Canada,iHerb
2024-05-06,Creatine,Performance,454,29.32,0.19,UK,iHerb
2024-05-06,Zinc,Mineral,663,33.32,0.14,UK,iHerb
2024-05-06,Collagen Peptides,Protein,316,31.91,0.12,USA,Amazon
2024-05-06,Magnesium,Mineral,165,39.01,0.16,UK,Walmart
2024-05-06,Ashwagandha,Herbal,1000,16.64,0.06,UK,Walmart
2024-05-06,Melatonin,Sleep Aid,1657,10.98,0.06,USA,Walmart
2024-05-06,Biotin,Vitamin,177,55.66,0.2,USA,Amazon
2024-05-06,Green Tea Extract,Fat Burner,3512,13.63,0.25,Canada,Amazon
2024-05-06,Iron Supplement,Mineral,170,43.56,0.05,Canada,iHerb
2024-05-06,Electrolyte Powder,Hydration,2409,10.5,0.2,USA,Walmart
2024-05-13,Whey Protein,Protein,51,44.34,0.01,Canada,iHerb
2024-05-13,Vitamin C,Vitamin,2025,16.75,0.17,USA,Walmart
2024-05-13,Fish Oil,Omega,44,55.63,0.0,USA,iHerb
2024-05-13,Multivitamin,Vitamin,893,17.53,0.11,UK,Amazon
2024-05-13,Pre-Workout,Performance,369,30.56,0.06,UK,iHerb
2024-05-13,BCAA,Amino Acid,104,52.33,0.08,USA,Walmart
2024-05-13,Creatine,Performance,23,57.42,0.0,Canada,iHerb
2024-05-13,Zinc,Mineral,2039,18.8,0.24,Canada,Amazon
2024-05-13,Collagen Peptides,Protein,63,49.16,0.02,UK,Amazon
2024-05-13,Magnesium,Mineral,85,44.34,0.1,USA,iHerb
2024-05-13,Ashwagandha,Herbal,252,44.31,0.17,USA,Amazon
2024-05-13,Melatonin,Sleep Aid,394,45.01,0.25,Canada,iHerb
2024-05-13,Biotin,Vitamin,133,47.15,0.03,UK,iHerb
2024-05-13,Green Tea Extract,Fat Burner,1939,20.78,0.22,UK,Walmart
2024-05-13,Iron Supplement,Mineral,1343,16.2,0.04,Canada,Walmart
2024-05-13,Electrolyte Powder,Hydration,183,45.19,0.1,UK,Amazon
2024-05-20,Whey Protein,Protein,816,13.19,0.07,UK,iHerb
2024-05-20,Vitamin C,Vitamin,2447,10.59,0.08,UK,iHerb
2024-05-20,Fish Oil,Omega,428,33.66,0.14,Canada,Amazon
2024-05-20,Multivitamin,Vitamin,157,47.88,0.18,USA,Walmart
2024-05-20,Pre-Workout,Performance,680,20.66,0.02,UK,iHerb
2024-05-20,BCAA,Amino Acid,2665,11.41,0.1,USA,iHerb
2024-05-20,Creatine,Performance,86,40.53,0.03,Canada,iHerb
2024-05-20,Zinc,Mineral,320,47.54,0.21,Canada,Amazon
2024-05-20,Collagen Peptides,Protein,207,32.54,0.03,Canada,iHerb
2024-05-20,Magnesium,Mineral,749,14.72,0.19,UK,iHerb
2024-05-20,Ashwagandha,Herbal,87,44.49,0.0,Canada,Amazon
2024-05-20,Melatonin,Sleep Aid,313,29.52,0.0,UK,Amazon
2024-05-20,Biotin,Vitamin,52,57.05,0.05,USA,Amazon
2024-05-20,Green Tea Extract,Fat Burner,2175,10.3,0.03,UK,Amazon
2024-05-20,Iron Supplement,Mineral,593,27.99,0.07,Canada,Walmart
2024-05-20,Electrolyte Powder,Hydration,98,53.84,0.1,UK,Walmart
2024-05-27,Whey Protein,Protein,43,58.64,0.13,Canada,Amazon
2024-05-27,Vitamin C,Vitamin,282,39.52,0.16,Canada,iHerb
2024-05-27,Fish Oil,Omega,736,20.38,0.05,USA,Amazon
2024-05-27,Multivitamin,Vitamin,73,52.29,0.07,UK,Walmart
2024-05-27,Pre-Workout,Performance,1066,14.76,0.06,USA,Amazon
2024-05-27,BCAA,Amino Acid,2026,19.48,0.2,Canada,Walmart
2024-05-27,Creatine,Performance,220,31.69,0.1,UK,Amazon
2024-05-27,Zinc,Mineral,96,49.92,0.03,USA,Amazon
2024-05-27,Collagen Peptides,Protein,81,57.39,0.2,UK,iHerb
2024-05-27,Magnesium,Mineral,53,47.72,0.06,UK,Amazon
2024-05-27,Ashwagandha,Herbal,1023,16.75,0.08,UK,Amazon
2024-05-27,Melatonin,Sleep Aid,94,55.16,0.13,UK,Amazon
2024-05-27,Biotin,Vitamin,1229,21.63,0.17,USA,iHerb
2024-05-27,Green Tea Extract,Fat Burner,1910,11.12,0.01,USA,iHerb
2024-05-27,Iron Supplement,Mineral,344,37.61,0.15,UK,Walmart
2024-05-27,Electrolyte Powder,Hydration,123,59.9,0.21,UK,Amazon
2024-06-03,Whey Protein,Protein,34,56.88,0.05,Canada,Amazon
2024-06-03,Vitamin C,Vitamin,403,30.33,0.02,Canada,iHerb
2024-06-03,Fish Oil,Omega,574,27.2,0.07,USA,Walmart
2024-06-03,Multivitamin,Vitamin,133,48.68,0.17,Canada,Walmart
2024-06-03,Pre-Workout,Performance,922,13.41,0.02,UK,iHerb
2024-06-03,BCAA,Amino Acid,221,47.26,0.16,USA,Walmart
2024-06-03,Creatine,Performance,1025,14.18,0.14,Canada,iHerb
2024-06-03,Zinc,Mineral,2394,10.22,0.13,UK,Walmart
2024-06-03,Collagen Peptides,Protein,120,51.58,0.21,USA,Walmart
2024-06-03,Magnesium,Mineral,1132,10.72,0.21,UK,iHerb
2024-06-03,Ashwagandha,Herbal,1177,14.72,0.13,Canada,Walmart
2024-06-03,Melatonin,Sleep Aid,758,26.26,0.18,USA,Amazon
2024-06-03,Biotin,Vitamin,107,49.53,0.05,USA,Walmart
2024-06-03,Green Tea Extract,Fat Burner,117,48.93,0.07,UK,Walmart
2024-06-03,Iron Supplement,Mineral,153,56.01,0.22,USA,iHerb
2024-06-03,Electrolyte Powder,Hydration,843,23.38,0.14,Canada,Amazon
2024-06-10,Whey Protein,Protein,141,33.77,0.02,Canada,Amazon
2024-06-10,Vitamin C,Vitamin,1094,25.02,0.23,UK,Walmart
2024-06-10,Fish Oil,Omega,134,54.03,0.18,USA,Amazon
2024-06-10,Multivitamin,Vitamin,1130,11.62,0.03,USA,Walmart
2024-06-10,Pre-Workout,Performance,181,46.01,0.16,USA,Walmart
2024-06-10,BCAA,Amino Acid,51,55.62,0.0,UK,Amazon
2024-06-10,Creatine,Performance,827,11.24,0.02,UK,Walmart
2024-06-10,Zinc,Mineral,730,22.83,0.01,Canada,iHerb
2024-06-10,Collagen Peptides,Protein,1200,14.37,0.18,USA,iHerb
2024-06-10,Magnesium,Mineral,953,12.64,0.19,Canada,iHerb
2024-06-10,Ashwagandha,Herbal,232,46.29,0.24,USA,iHerb
2024-06-10,Melatonin,Sleep Aid,45,56.24,0.04,USA,Walmart
2024-06-10,Biotin,Vitamin,73,51.33,0.0,Canada,Amazon
2024-06-10,Green Tea Extract,Fat Burner,303,44.57,0.17,UK,iHerb
2024-06-10,Iron Supplement,Mineral,286,40.02,0.12,Canada,iHerb
2024-06-10,Electrolyte Powder,Hydration,54,53.15,0.01,UK,iHerb
2024-06-17,Whey Protein,Protein,88,38.85,0.02,Canada,Walmart
2024-06-17,Vitamin C,Vitamin,122,49.99,0.1,USA,Amazon
2024-06-17,Fish Oil,Omega,197,37.21,0.01,UK,Walmart
2024-06-17,Multivitamin,Vitamin,441,34.44,0.22,Canada,iHerb
2024-06-17,Pre-Workout,Performance,226,45.41,0.2,USA,Walmart
2024-06-17,BCAA,Amino Acid,945,27.77,0.14,Canada,Walmart
2024-06-17,Creatine,Performance,644,16.14,0.08,UK,iHerb
2024-06-17,Zinc,Mineral,1356,18.76,0.11,UK,Amazon
2024-06-17,Collagen Peptides,Protein,118,40.37,0.05,USA,Walmart
2024-06-17,Magnesium,Mineral,978,10.96,0.16,Canada,iHerb
2024-06-17,Ashwagandha,Herbal,128,38.65,0.02,UK,iHerb
2024-06-17,Melatonin,Sleep Aid,198,38.13,0.03,UK,Walmart
2024-06-17,Biotin,Vitamin,286,39.18,0.05,UK,Amazon
2024-06-17,Green Tea Extract,Fat Burner,409,37.7,0.16,Canada,Amazon
2024-06-17,Iron Supplement,Mineral,2337,12.45,0.21,Canada,Walmart
2024-06-17,Electrolyte Powder,Hydration,618,29.88,0.18,Canada,Amazon
2024-06-24,Whey Protein,Protein,49,49.65,0.08,USA,Walmart
2024-06-24,Vitamin C,Vitamin,286,33.85,0.02,UK,iHerb
2024-06-24,Fish Oil,Omega,141,41.68,0.05,UK,Walmart
2024-06-24,Multivitamin,Vitamin,94,55.63,0.21,Canada,Amazon
2024-06-24,Pre-Workout,Performance,399,23.54,0.02,Canada,Walmart
2024-06-24,BCAA,Amino Acid,1527,21.99,0.24,USA,Amazon
2024-06-24,Creatine,Performance,612,20.95,0.25,UK,Walmart
2024-06-24,Zinc,Mineral,291,43.53,0.16,Canada,iHerb
2024-06-24,Collagen Peptides,Protein,176,34.47,0.0,UK,Walmart
2024-06-24,Magnesium,Mineral,191,27.08,0.04,USA,iHerb
2024-06-24,Ashwagandha,Herbal,585,20.65,0.09,USA,iHerb
2024-06-24,Melatonin,Sleep Aid,270,37.71,0.09,UK,Amazon
2024-06-24,Biotin,Vitamin,81,48.78,0.02,UK,Amazon
2024-06-24,Green Tea Extract,Fat Burner,2180,10.65,0.05,Canada,Amazon
2024-06-24,Iron Supplement,Mineral,120,56.48,0.19,Canada,iHerb
2024-06-24,Electrolyte Powder,Hydration,66,58.55,0.13,Canada,Amazon
2024-07-01,Whey Protein,Protein,1142,12.69,0.25,UK,iHerb
2024-07-01,Vitamin C,Vitamin,274,47.61,0.23,USA,Amazon
2024-07-01,Fish Oil,Omega,110,48.93,0.1,UK,iHerb
2024-07-01,Multivitamin,Vitamin,223,34.66,0.11,UK,Amazon
2024-07-01,Pre-Workout,Performance,1124,18.76,0.19,UK,Amazon
2024-07-01,BCAA,Amino Acid,129,55.48,0.18,UK,Amazon
2024-07-01,Creatine,Performance,149,37.37,0.11,UK,Amazon
2024-07-01,Zinc,Mineral,937,15.25,0.01,UK,iHerb
2024-07-01,Collagen Peptides,Protein,687,24.64,0.25,UK,iHerb
2024-07-01,Magnesium,Mineral,252,23.03,0.01,Canada,Walmart
2024-07-01,Ashwagandha,Herbal,276,28.4,0.0,USA,Amazon
2024-07-01,Melatonin,Sleep Aid,892,28.24,0.24,USA,Amazon
2024-07-01,Biotin,Vitamin,489,39.81,0.24,UK,Walmart
2024-07-01,Green Tea Extract,Fat Burner,402,34.72,0.09,UK,iHerb
2024-07-01,Iron Supplement,Mineral,2223,10.61,0.13,UK,Amazon
2024-07-01,Electrolyte Powder,Hydration,1748,11.1,0.09,USA,Walmart
2024-07-08,Whey Protein,Protein,141,39.53,0.13,Canada,Walmart
2024-07-08,Vitamin C,Vitamin,1177,16.08,0.07,Canada,Walmart
2024-07-08,Fish Oil,Omega,2101,11.58,0.23,UK,iHerb
2024-07-08,Multivitamin,Vitamin,257,31.49,0.12,USA,Walmart
2024-07-08,Pre-Workout,Performance,1557,10.14,0.08,UK,Walmart
2024-07-08,BCAA,Amino Acid,1015,21.36,0.08,UK,Amazon
2024-07-08,Creatine,Performance,854,14.85,0.15,Canada,Amazon
2024-07-08,Zinc,Mineral,104,49.77,0.09,Canada,Amazon
2024-07-08,Collagen Peptides,Protein,225,36.16,0.17,Canada,iHerb
2024-07-08,Magnesium,Mineral,267,25.42,0.09,UK,iHerb
2024-07-08,Ashwagandha,Herbal,388,29.49,0.12,UK,Walmart
2024-07-08,Melatonin,Sleep Aid,690,24.78,0.19,UK,Walmart
2024-07-08,Biotin,Vitamin,1927,12.94,0.13,UK,Amazon
2024-07-08,Green Tea Extract,Fat Burner,46,54.8,0.03,UK,iHerb
2024-07-08,Iron Supplement,Mineral,213,42.58,0.15,USA,Walmart
2024-07-08,Electrolyte Powder,Hydration,70,59.53,0.13,UK,Walmart
2024-07-15,Whey Protein,Protein,175,39.86,0.17,Canada,iHerb
2024-07-15,Vitamin C,Vitamin,1425,14.07,0.17,Canada,Amazon
2024-07-15,Fish Oil,Omega,297,36.62,0.14,Canada,iHerb
2024-07-15,Multivitamin,Vitamin,333,31.82,0.16,UK,Walmart
2024-07-15,Pre-Workout,Performance,33,57.58,0.01,UK,iHerb
2024-07-15,BCAA,Amino Acid,98,46.75,0.02,UK,iHerb
2024-07-15,Creatine,Performance,96,37.37,0.05,UK,Amazon
2024-07-15,Zinc,Mineral,204,42.64,0.08,Canada,Walmart
2024-07-15,Collagen Peptides,Protein,111,39.31,0.06,UK,iHerb
2024-07-15,Magnesium,Mineral,239,31.96,0.18,Canada,iHerb
2024-07-15,Ashwagandha,Herbal,946,17.55,0.2,UK,Walmart
2024-07-15,Melatonin,Sleep Aid,426,24.59,0.01,Canada,Amazon
2024-07-15,Biotin,Vitamin,242,45.82,0.22,USA,iHerb
2024-07-15,Green Tea Extract,Fat Burner,941,20.5,0.12,UK,Amazon
2024-07-15,Iron Supplement,Mineral,1797,15.41,0.2,Canada,Amazon
2024-07-15,Electrolyte Powder,Hydration,2345,10.0,0.23,Canada,iHerb
2024-07-22,Whey Protein,Protein,188,38.07,0.21,USA,iHerb
2024-07-22,Vitamin C,Vitamin,1286,18.56,0.23,Canada,Walmart
2024-07-22,Fish Oil,Omega,853,21.95,0.16,UK,iHerb
2024-07-22,Multivitamin,Vitamin,270,40.39,0.24,Canada,iHerb
2024-07-22,Pre-Workout,Performance,697,20.02,0.06,UK,Amazon
2024-07-22,BCAA,Amino Acid,437,31.03,0.15,Canada,Amazon
2024-07-22,Creatine,Performance,30,55.75,0.1,Canada,Amazon
2024-07-22,Zinc,Mineral,511,29.11,0.1,Canada,Amazon
2024-07-22,Collagen Peptides,Protein,148,44.32,0.19,Canada,Amazon
2024-07-22,Magnesium,Mineral,808,10.33,0.12,UK,iHerb
2024-07-22,Ashwagandha,Herbal,263,42.23,0.23,Canada,Walmart
2024-07-22,Melatonin,Sleep Aid,1392,11.87,0.09,UK,iHerb
2024-07-22,Biotin,Vitamin,49,58.0,0.07,UK,Amazon
2024-07-22,Green Tea Extract,Fat Burner,93,50.13,0.07,USA,iHerb
2024-07-22,Iron Supplement,Mineral,245,49.86,0.24,USA,iHerb
2024-07-22,Electrolyte Powder,Hydration,108,59.29,0.24,USA,Amazon
2024-07-29,Whey Protein,Protein,260,29.21,0.15,Canada,iHerb
2024-07-29,Vitamin C,Vitamin,510,31.46,0.18,Canada,iHerb
2024-07-29,Fish Oil,Omega,47,54.54,0.02,UK,Walmart
2024-07-29,Multivitamin,Vitamin,57,55.8,0.15,Canada,Amazon
2024-07-29,Pre-Workout,Performance,419,31.36,0.15,Canada,Amazon
2024-07-29,BCAA,Amino Acid,305,44.31,0.18,USA,Walmart
2024-07-29,Creatine,Performance,22,56.03,0.04,Canada,iHerb
2024-07-29,Zinc,Mineral,2474,10.17,0.22,Canada,Walmart
2024-07-29,Collagen Peptides,Protein,44,52.41,0.08,UK,iHerb
2024-07-29,Magnesium,Mineral,190,26.28,0.06,UK,Walmart
2024-07-29,Ashwagandha,Herbal,283,34.58,0.13,Canada,Walmart
2024-07-29,Melatonin,Sleep Aid,955,23.47,0.22,Canada,Walmart
2024-07-29,Biotin,Vitamin,134,45.94,0.08,USA,Amazon
2024-07-29,Green Tea Extract,Fat Burner,84,46.09,0.02,Canada,Walmart
2024-07-29,Iron Supplement,Mineral,110,42.66,0.04,USA,Walmart
2024-07-29,Electrolyte Powder,Hydration,227,50.13,0.23,UK,Amazon
2024-08-05,Whey Protein,Protein,48,58.13,0.2,UK,Walmart
2024-08-05,Vitamin C,Vitamin,1011,14.08,0.06,Canada,Walmart
2024-08-05,Fish Oil,Omega,55,52.0,0.02,Canada,Amazon
2024-08-05,Multivitamin,Vitamin,321,25.38,0.05,Canada,Walmart
2024-08-05,Pre-Workout,Performance,208,35.44,0.07,Canada,Amazon
2024-08-05,BCAA,Amino Acid,360,40.07,0.19,UK,Amazon
2024-08-05,Creatine,Performance,17,58.03,0.04,Canada,iHerb
2024-08-05,Zinc,Mineral,259,38.62,0.12,UK,iHerb
2024-08-05,Collagen Peptides,Protein,179,34.44,0.13,USA,iHerb
2024-08-05,Magnesium,Mineral,126,30.46,0.04,Canada,Walmart
2024-08-05,Ashwagandha,Herbal,436,21.23,0.01,Canada,Amazon
2024-08-05,Melatonin,Sleep Aid,2150,12.37,0.22,UK,iHerb
2024-08-05,Biotin,Vitamin,778,27.02,0.19,USA,iHerb
2024-08-05,Green Tea Extract,Fat Burner,523,31.66,0.23,USA,iHerb
2024-08-05,Iron Supplement,Mineral,662,21.52,0.07,Canada,iHerb
2024-08-05,Electrolyte Powder,Hydration,639,29.37,0.16,UK,Amazon
2024-08-12,Whey Protein,Protein,766,16.3,0.21,UK,Walmart
2024-08-12,Vitamin C,Vitamin,623,23.93,0.14,Canada,iHerb
2024-08-12,Fish Oil,Omega,1299,16.89,0.19,UK,Amazon
2024-08-12,Multivitamin,Vitamin,110,47.0,0.18,UK,iHerb
2024-08-12,Pre-Workout,Performance,1140,12.73,0.16,Canada,Walmart
2024-08-12,BCAA,Amino Acid,589,28.24,0.13,UK,Walmart
2024-08-12,Creatine,Performance,618,19.16,0.22,Canada,Walmart
2024-08-12,Zinc,Mineral,102,55.6,0.2,UK,Amazon
2024-08-12,Collagen Peptides,Protein,53,56.12,0.18,USA,Amazon
2024-08-12,Magnesium,Mineral,71,51.06,0.22,UK,iHerb
2024-08-12,Ashwagandha,Herbal,187,40.73,0.17,UK,Walmart
2024-08-12,Melatonin,Sleep Aid,187,48.13,0.21,USA,iHerb
2024-08-12,Biotin,Vitamin,159,45.04,0.14,USA,Amazon
2024-08-12,Green Tea Extract,Fat Burner,1844,16.23,0.23,UK,Walmart
2024-08-12,Iron Supplement,Mineral,65,56.58,0.14,Canada,iHerb
2024-08-12,Electrolyte Powder,Hydration,654,30.79,0.22,USA,iHerb
2024-08-19,Whey Protein,Protein,53,51.22,0.18,UK,iHerb
2024-08-19,Vitamin C,Vitamin,76,52.12,0.12,USA,Walmart
2024-08-19,Fish Oil,Omega,162,47.55,0.18,USA,Amazon
2024-08-19,Multivitamin,Vitamin,81,49.65,0.12,USA,Walmart
2024-08-19,Pre-Workout,Performance,39,52.07,0.01,USA,iHerb
2024-08-19,BCAA,Amino Acid,152,41.4,0.03,USA,Amazon
2024-08-19,Creatine,Performance,59,42.62,0.05,USA,Amazon
2024-08-19,Zinc,Mineral,265,38.25,0.15,USA,iHerb
2024-08-19,Collagen Peptides,Protein,310,30.66,0.19,Canada,Amazon
2024-08-19,Magnesium,Mineral,24,53.92,0.09,Canada,iHerb
2024-08-19,Ashwagandha,Herbal,305,23.04,0.01,USA,iHerb
2024-08-19,Melatonin,Sleep Aid,68,48.23,0.03,Canada,Walmart
2024-08-19,Biotin,Vitamin,75,46.98,0.03,Canada,iHerb
2024-08-19,Green Tea Extract,Fat Burner,231,48.97,0.23,Canada,Amazon
2024-08-19,Iron Supplement,Mineral,107,40.27,0.02,Canada,Walmart
2024-08-19,Electrolyte Powder,Hydration,65,56.0,0.12,UK,iHerb
2024-08-26,Whey Protein,Protein,531,13.07,0.06,USA,Amazon
2024-08-26,Vitamin C,Vitamin,278,32.0,0.04,UK,iHerb
2024-08-26,Fish Oil,Omega,116,43.04,0.06,USA,Amazon
2024-08-26,Multivitamin,Vitamin,706,18.17,0.12,USA,Amazon
2024-08-26,Pre-Workout,Performance,53,58.81,0.16,USA,Walmart
2024-08-26,BCAA,Amino Acid,780,21.74,0.08,Canada,Walmart
2024-08-26,Creatine,Performance,581,13.9,0.13,USA,Amazon
2024-08-26,Zinc,Mineral,400,38.92,0.24,UK,Amazon
2024-08-26,Collagen Peptides,Protein,1206,11.18,0.23,UK,Amazon
2024-08-26,Magnesium,Mineral,587,12.54,0.15,UK,Amazon
2024-08-26,Ashwagandha,Herbal,181,36.59,0.13,USA,iHerb
2024-08-26,Melatonin,Sleep Aid,80,55.01,0.18,UK,iHerb
2024-08-26,Biotin,Vitamin,161,40.15,0.11,Canada,Amazon
2024-08-26,Green Tea Extract,Fat Burner,266,44.81,0.24,USA,iHerb
2024-08-26,Iron Supplement,Mineral,646,29.22,0.21,UK,Walmart
2024-08-26,Electrolyte Powder,Hydration,62,56.9,0.16,USA,Amazon
2024-09-02,Whey Protein,Protein,32,50.66,0.08,UK,Walmart
2024-09-02,Vitamin C,Vitamin,211,42.41,0.14,USA,Amazon
2024-09-02,Fish Oil,Omega,65,50.8,0.08,UK,Amazon
2024-09-02,Multivitamin,Vitamin,685,19.36,0.17,USA,Amazon
2024-09-02,Pre-Workout,Performance,168,43.4,0.16,Canada,Amazon
2024-09-02,BCAA,Amino Acid,119,55.23,0.17,USA,iHerb
2024-09-02,Creatine,Performance,197,31.22,0.18,USA,Amazon
2024-09-02,Zinc,Mineral,1010,15.48,0.06,UK,Amazon
2024-09-02,Collagen Peptides,Protein,122,43.3,0.2,USA,iHerb
2024-09-02,Magnesium,Mineral,385,28.24,0.25,UK,iHerb
2024-09-02,Ashwagandha,Herbal,418,27.38,0.2,UK,Amazon
2024-09-02,Melatonin,Sleep Aid,814,15.37,0.07,UK,iHerb
2024-09-02,Biotin,Vitamin,215,42.98,0.18,Canada,Amazon
2024-09-02,Green Tea Extract,Fat Burner,347,39.36,0.24,USA,iHerb
2024-09-02,Iron Supplement,Mineral,717,26.66,0.18,Canada,iHerb
2024-09-02,Electrolyte Powder,Hydration,159,52.62,0.21,UK,Amazon
2024-09-09,Whey Protein,Protein,68,42.82,0.1,USA,Amazon
2024-09-09,Vitamin C,Vitamin,330,35.07,0.2,UK,iHerb
2024-09-09,Fish Oil,Omega,74,50.92,0.14,Canada,Amazon
2024-09-09,Multivitamin,Vitamin,40,47.73,0.01,USA,iHerb
2024-09-09,Pre-Workout,Performance,861,21.77,0.25,USA,iHerb
2024-09-09,BCAA,Amino Acid,512,26.09,0.08,USA,Walmart
2024-09-09,Creatine,Performance,142,39.6,0.19,UK,Walmart
2024-09-09,Zinc,Mineral,144,43.45,0.08,USA,iHerb
2024-09-09,Collagen Peptides,Protein,105,35.37,0.01,UK,iHerb
2024-09-09,Magnesium,Mineral,85,40.49,0.14,USA,Amazon
2024-09-09,Ashwagandha,Herbal,248,39.07,0.24,USA,Walmart
2024-09-09,Melatonin,Sleep Aid,190,45.56,0.19,UK,iHerb
2024-09-09,Biotin,Vitamin,51,53.75,0.04,USA,iHerb
2024-09-09,Green Tea Extract,Fat Burner,50,57.03,0.06,UK,Walmart
2024-09-09,Iron Supplement,Mineral,149,42.09,0.08,USA,iHerb
2024-09-09,Electrolyte Powder,Hydration,422,29.96,0.19,Canada,iHerb
2024-09-16,Whey Protein,Protein,148,32.74,0.14,UK,iHerb
2024-09-16,Vitamin C,Vitamin,194,31.74,0.01,USA,Amazon
2024-09-16,Fish Oil,Omega,59,46.62,0.02,USA,iHerb
2024-09-16,Multivitamin,Vitamin,395,32.84,0.25,UK,Walmart
2024-09-16,Pre-Workout,Performance,46,52.5,0.05,UK,iHerb
2024-09-16,BCAA,Amino Acid,996,27.34,0.24,Canada,iHerb
2024-09-16,Creatine,Performance,200,30.22,0.12,USA,Amazon
2024-09-16,Zinc,Mineral,201,48.93,0.22,UK,Walmart
2024-09-16,Collagen Peptides,Protein,386,31.37,0.23,UK,Amazon
2024-09-16,Magnesium,Mineral,180,33.65,0.19,USA,Walmart
2024-09-16,Ashwagandha,Herbal,1262,13.81,0.23,UK,Walmart
2024-09-16,Melatonin,Sleep Aid,191,45.76,0.18,Canada,iHerb
2024-09-16,Biotin,Vitamin,220,37.86,0.09,Canada,Amazon
2024-09-16,Green Tea Extract,Fat Burner,418,37.44,0.23,Canada,Walmart
